Date,Year,CPI,Montly Inflation,Rolling Annual,,,,,,
1/30/1913,1913,9.8,,,,,,,,
2/28/1913,1913,9.8,0,,,,,,,
3/31/1913,1913,9.8,0,,,,,,,
4/30/1913,1913,9.8,0,,,,,,,
5/31/1913,1913,9.7,-1.020408163,,,,,,,
6/30/1913,1913,9.8,1.030927835,,,,,,,
7/31/1913,1913,9.9,1.020408163,,,,,,,
8/31/1913,1913,9.9,0,,,,,,,
9/30/1913,1913,10,1.01010101,,,,,,,
10/31/1913,1913,10,0,,,,,,,
11/30/1913,1913,10.1,1,,,,,,,
12/31/1913,1913,10,-0.99009901,,,,,,,
1/30/1914,1914,10,0,2.040816327,,,,,,
2/28/1914,1914,9.9,-1,1.020408163,,,,,,
3/31/1914,1914,9.9,0,1.020408163,,,,,,
4/30/1914,1914,9.8,-1.01010101,0,,,,,,
5/31/1914,1914,9.9,1.020408163,2.06185567,,,,,,
6/30/1914,1914,9.9,0,1.020408163,,,,,,
7/31/1914,1914,10,1.01010101,1.01010101,,,,,,
8/31/1914,1914,10.2,2,3.03030303,,,,,,
9/30/1914,1914,10.2,0,2,,,,,,
10/31/1914,1914,10.1,-0.980392157,1,,,,,,
11/30/1914,1914,10.2,0.99009901,0.99009901,,,,,,
12/31/1914,1914,10.1,-0.980392157,1,,,,,,
1/31/1915,1915,10.1,0,1,,,,,,
2/28/1915,1915,10,-0.99009901,1.01010101,,,,,,
3/31/1915,1915,9.9,-1,0,,,,,,
4/30/1915,1915,10,1.01010101,2.040816327,,,,,,
5/31/1915,1915,10.1,1,2.02020202,,,,,,
6/30/1915,1915,10.1,0,2.02020202,,,,,,
7/31/1915,1915,10.1,0,1,,,,,,
8/31/1915,1915,10.1,0,-0.980392157,,,,,,
9/30/1915,1915,10.1,0,-0.980392157,,,,,,
10/31/1915,1915,10.2,0.99009901,0.99009901,,,,,,
11/30/1915,1915,10.3,0.980392157,0.980392157,,,,,,
12/31/1915,1915,10.3,0,1.98019802,,,,,,
1/31/1916,1916,10.4,0.970873786,2.97029703,,,,,,
2/29/1916,1916,10.4,0,4,,,,,,
3/31/1916,1916,10.5,0.961538462,6.060606061,,,,,,
4/30/1916,1916,10.6,0.952380952,6,,,,,,
5/31/1916,1916,10.7,0.943396226,5.940594059,,,,,,
6/30/1916,1916,10.8,0.934579439,6.930693069,,,,,,
7/31/1916,1916,10.8,0,6.930693069,,,,,,
8/31/1916,1916,10.9,0.925925926,7.920792079,,,,,,
9/30/1916,1916,11.1,1.834862385,9.900990099,,,,,,
10/31/1916,1916,11.3,1.801801802,10.78431373,,,,,,
11/30/1916,1916,11.5,1.769911504,11.65048544,,,,,,
12/31/1916,1916,11.6,0.869565217,12.62135922,,,,,,
1/31/1917,1917,11.7,0.862068966,12.5,,,,,,
2/28/1917,1917,12,2.564102564,15.38461538,,,,,,
3/31/1917,1917,12,0,14.28571429,,,,,,
4/30/1917,1917,12.6,5,18.86792453,,,,,,
5/31/1917,1917,12.8,1.587301587,19.62616822,,,,,,
6/30/1917,1917,13,1.5625,20.37037037,,,,,,
7/31/1917,1917,12.8,-1.538461538,18.51851852,,,,,,
8/31/1917,1917,13,1.5625,19.26605505,,,,,,
9/30/1917,1917,13.3,2.307692308,19.81981982,,,,,,
10/31/1917,1917,13.5,1.503759398,19.46902655,,,,,,
11/30/1917,1917,13.5,0,17.39130435,,,,,,
12/31/1917,1917,13.7,1.481481481,18.10344828,,,,,,
1/31/1918,1918,14,2.189781022,19.65811966,,,,,,
2/28/1918,1918,14.1,0.714285714,17.5,,,,,,
3/31/1918,1918,14,-0.709219858,16.66666667,,,,,,
4/30/1918,1918,14.2,1.428571429,12.6984127,,,,,,
5/31/1918,1918,14.5,2.112676056,13.28125,,,,,,
6/30/1918,1918,14.7,1.379310345,13.07692308,,,,,,
7/31/1918,1918,15.1,2.721088435,17.96875,,,,,,
8/31/1918,1918,15.4,1.986754967,18.46153846,,,,,,
9/30/1918,1918,15.7,1.948051948,18.04511278,,,,,,
10/31/1918,1918,16,1.910828025,18.51851852,,,,,,
11/30/1918,1918,16.3,1.875,20.74074074,,,,,,
12/31/1918,1918,16.5,1.226993865,20.4379562,,,,,,
1/31/1919,1919,16.5,0,17.85714286,,,,,,
2/28/1919,1919,16.2,-1.818181818,14.89361702,,,,,,
3/31/1919,1919,16.4,1.234567901,17.14285714,,,,,,
4/30/1919,1919,16.7,1.829268293,17.6056338,,,,,,
5/31/1919,1919,16.9,1.19760479,16.55172414,,,,,,
6/30/1919,1919,16.9,0,14.96598639,,,,,,
7/31/1919,1919,17.4,2.958579882,15.23178808,,,,,,
8/31/1919,1919,17.7,1.724137931,14.93506494,,,,,,
9/30/1919,1919,17.8,0.564971751,13.37579618,,,,,,
10/31/1919,1919,18.1,1.685393258,13.125,,,,,,
11/30/1919,1919,18.5,2.209944751,13.49693252,,,,,,
12/31/1919,1919,18.9,2.162162162,14.54545455,,,,,,
1/31/1920,1920,19.3,2.116402116,16.96969697,,,,,,
2/29/1920,1920,19.5,1.03626943,20.37037037,,,,,,
3/31/1920,1920,19.7,1.025641026,20.12195122,,,,,,
4/30/1920,1920,20.3,3.045685279,21.55688623,,,,,,
5/31/1920,1920,20.6,1.477832512,21.89349112,,,,,,
6/30/1920,1920,20.9,1.45631068,23.66863905,,,,,,
7/31/1920,1920,20.8,-0.4784689,19.54022989,,,,,,
8/31/1920,1920,20.3,-2.403846154,14.68926554,,,,,,
9/30/1920,1920,20,-1.477832512,12.35955056,,,,,,
10/31/1920,1920,19.9,-0.5,9.944751381,,,,,,
11/30/1920,1920,19.8,-0.502512563,7.027027027,,,,,,
12/31/1920,1920,19.4,-2.02020202,2.645502646,,,,,,
1/31/1921,1921,19,-2.06185567,-1.554404145,,,,,,
2/28/1921,1921,18.4,-3.157894737,-5.641025641,,,,,,
3/31/1921,1921,18.3,-0.543478261,-7.106598985,,,,,,
4/30/1921,1921,18.1,-1.092896175,-10.83743842,,,,,,
5/31/1921,1921,17.7,-2.209944751,-14.0776699,,,,,,
6/30/1921,1921,17.6,-0.564971751,-15.78947368,,,,,,
7/31/1921,1921,17.7,0.568181818,-14.90384615,,,,,,
8/31/1921,1921,17.7,0,-12.80788177,,,,,,
9/30/1921,1921,17.5,-1.129943503,-12.5,,,,,,
10/31/1921,1921,17.5,0,-12.06030151,,,,,,
11/30/1921,1921,17.4,-0.571428571,-12.12121212,,,,,,
12/31/1921,1921,17.3,-0.574712644,-10.82474227,,,,,,
1/31/1922,1922,16.9,-2.312138728,-11.05263158,,,,,,
2/28/1922,1922,16.9,0,-8.152173913,,,,,,
3/31/1922,1922,16.7,-1.183431953,-8.743169399,,,,,,
4/30/1922,1922,16.7,0,-7.73480663,,,,,,
5/31/1922,1922,16.7,0,-5.649717514,,,,,,
6/30/1922,1922,16.7,0,-5.113636364,,,,,,
7/31/1922,1922,16.8,0.598802395,-5.084745763,,,,,,
8/31/1922,1922,16.6,-1.19047619,-6.214689266,,,,,,
9/30/1922,1922,16.6,0,-5.142857143,,,,,,
10/31/1922,1922,16.7,0.602409639,-4.571428571,,,,,,
11/30/1922,1922,16.8,0.598802395,-3.448275862,,,,,,
12/31/1922,1922,16.9,0.595238095,-2.312138728,,,,,,
1/31/1923,1923,16.8,-0.591715976,-0.591715976,,,,,,
2/28/1923,1923,16.8,0,-0.591715976,,,,,,
3/31/1923,1923,16.8,0,0.598802395,,,,,,
4/30/1923,1923,16.9,0.595238095,1.19760479,,,,,,
5/31/1923,1923,16.9,0,1.19760479,,,,,,
6/30/1923,1923,17,0.591715976,1.796407186,,,,,,
7/31/1923,1923,17.2,1.176470588,2.380952381,,,,,,
8/31/1923,1923,17.1,-0.581395349,3.012048193,,,,,,
9/30/1923,1923,17.2,0.584795322,3.614457831,,,,,,
10/31/1923,1923,17.3,0.581395349,3.592814371,,,,,,
11/30/1923,1923,17.3,0,2.976190476,,,,,,
12/31/1923,1923,17.3,0,2.366863905,,,,,,
1/31/1924,1924,17.3,0,2.976190476,,,,,,
2/29/1924,1924,17.2,-0.578034682,2.380952381,,,,,,
3/31/1924,1924,17.1,-0.581395349,1.785714286,,,,,,
4/30/1924,1924,17,-0.584795322,0.591715976,,,,,,
5/31/1924,1924,17,0,0.591715976,,,,,,
6/30/1924,1924,17,0,0,,,,,,
7/31/1924,1924,17.1,0.588235294,-0.581395349,,,,,,
8/31/1924,1924,17,-0.584795322,-0.584795322,,,,,,
9/30/1924,1924,17.1,0.588235294,-0.581395349,,,,,,
10/31/1924,1924,17.2,0.584795322,-0.578034682,,,,,,
11/30/1924,1924,17.2,0,-0.578034682,,,,,,
12/31/1924,1924,17.3,0.581395349,0,,,,,,
1/31/1925,1925,17.3,0,0,,,,,,
2/28/1925,1925,17.2,-0.578034682,0,,,,,,
3/31/1925,1925,17.3,0.581395349,1.169590643,,,,,,
4/30/1925,1925,17.2,-0.578034682,1.176470588,,,,,,
5/31/1925,1925,17.3,0.581395349,1.764705882,,,,,,
6/30/1925,1925,17.5,1.156069364,2.941176471,,,,,,
7/31/1925,1925,17.7,1.142857143,3.50877193,,,,,,
8/31/1925,1925,17.7,0,4.117647059,,,,,,
9/30/1925,1925,17.7,0,3.50877193,,,,,,
10/31/1925,1925,17.7,0,2.906976744,,,,,,
11/30/1925,1925,18,1.694915254,4.651162791,,,,,,
12/31/1925,1925,17.9,-0.555555556,3.468208092,,,,,,
1/31/1926,1926,17.9,0,3.468208092,,,,,,
2/28/1926,1926,17.9,0,4.069767442,,,,,,
3/31/1926,1926,17.8,-0.558659218,2.89017341,,,,,,
4/30/1926,1926,17.9,0.561797753,4.069767442,,,,,,
5/31/1926,1926,17.8,-0.558659218,2.89017341,,,,,,
6/30/1926,1926,17.7,-0.561797753,1.142857143,,,,,,
7/31/1926,1926,17.5,-1.129943503,-1.129943503,,,,,,
8/31/1926,1926,17.4,-0.571428571,-1.694915254,,,,,,
9/30/1926,1926,17.5,0.574712644,-1.129943503,,,,,,
10/31/1926,1926,17.6,0.571428571,-0.564971751,,,,,,
11/30/1926,1926,17.7,0.568181818,-1.666666667,,,,,,
12/31/1926,1926,17.7,0,-1.117318436,,,,,,
1/31/1927,1927,17.5,-1.129943503,-2.234636872,,,,,,
2/28/1927,1927,17.4,-0.571428571,-2.793296089,,,,,,
3/31/1927,1927,17.3,-0.574712644,-2.808988764,,,,,,
4/30/1927,1927,17.3,0,-3.351955307,,,,,,
5/31/1927,1927,17.4,0.578034682,-2.247191011,,,,,,
6/30/1927,1927,17.6,1.149425287,-0.564971751,,,,,,
7/31/1927,1927,17.3,-1.704545455,-1.142857143,,,,,,
8/31/1927,1927,17.2,-0.578034682,-1.149425287,,,,,,
9/30/1927,1927,17.3,0.581395349,-1.142857143,,,,,,
10/31/1927,1927,17.4,0.578034682,-1.136363636,,,,,,
11/30/1927,1927,17.3,-0.574712644,-2.259887006,,,,,,
12/31/1927,1927,17.3,0,-2.259887006,,,,,,
1/31/1928,1928,17.3,0,-1.142857143,,,,,,
2/29/1928,1928,17.1,-1.156069364,-1.724137931,,,,,,
3/31/1928,1928,17.1,0,-1.156069364,,,,,,
4/30/1928,1928,17.1,0,-1.156069364,,,,,,
5/31/1928,1928,17.2,0.584795322,-1.149425287,,,,,,
6/30/1928,1928,17.1,-0.581395349,-2.840909091,,,,,,
7/31/1928,1928,17.1,0,-1.156069364,,,,,,
8/31/1928,1928,17.1,0,-0.581395349,,,,,,
9/30/1928,1928,17.3,1.169590643,0,,,,,,
10/31/1928,1928,17.2,-0.578034682,-1.149425287,,,,,,
11/30/1928,1928,17.2,0,-0.578034682,,,,,,
12/31/1928,1928,17.1,-0.581395349,-1.156069364,,,,,,
1/31/1929,1929,17.1,0,-1.156069364,,,,,,
2/28/1929,1929,17.1,0,0,,,,,,
3/31/1929,1929,17,-0.584795322,-0.584795322,,,,,,
4/30/1929,1929,16.9,-0.588235294,-1.169590643,,,,,,
5/31/1929,1929,17,0.591715976,-1.162790698,,,,,,
6/30/1929,1929,17.1,0.588235294,0,,,,,,
7/31/1929,1929,17.3,1.169590643,1.169590643,,,,,,
8/31/1929,1929,17.3,0,1.169590643,,,,,,
9/30/1929,1929,17.3,0,0,,,,,,
10/31/1929,1929,17.3,0,0.581395349,,,,,,
11/30/1929,1929,17.3,0,0.581395349,,,,,,
12/31/1929,1929,17.2,-0.578034682,0.584795322,,,,,,
1/31/1930,1930,17.1,-0.581395349,0,,,,,,
2/28/1930,1930,17,-0.584795322,-0.584795322,,,,,,
3/31/1930,1930,16.9,-0.588235294,-0.588235294,,,,,,
